test_case,observable,method,noise_level,derivative_order,rmse,eval_time,fit_time,success,implementation,mae,max_error,category
lv_periodic,x2(t),RandomForest_Python,0.0,2,,0.1117267608642578,0.1058979034423828,True,Python,,,
lv_periodic,x2(t),RandomForest_Python,0.0,3,,0.1117267608642578,0.1058979034423828,True,Python,,,
lv_periodic,x2(t),SVR_Python,0.0,0,1.634842065234884,0.5142056941986084,0.0167548656463623,True,Python,,,
lv_periodic,x2(t),SVR_Python,0.0,1,3.711761308936207,0.5142056941986084,0.0167548656463623,True,Python,,,
lv_periodic,x2(t),SVR_Python,0.0,2,14.598882898588451,0.5142056941986084,0.0167548656463623,True,Python,,,
lv_periodic,x2(t),SVR_Python,0.0,3,84.11033677075626,0.5142056941986084,0.0167548656463623,True,Python,,,
lv_periodic,x2(t),Fourier_Python,0.0,0,0.4239905888179139,0.0015425682067871,0.0007033348083496,True,Python,,,
lv_periodic,x2(t),Fourier_Python,0.0,1,2.07779290692424,0.0015425682067871,0.0007033348083496,True,Python,,,
lv_periodic,x2(t),Fourier_Python,0.0,2,11.501692346213083,0.0015425682067871,0.0007033348083496,True,Python,,,
lv_periodic,x2(t),Fourier_Python,0.0,3,79.66214580421487,0.0015425682067871,0.0007033348083496,True,Python,,,
lv_periodic,x2(t),FiniteDiff_Python,0.0,0,0.0,0.0004911422729492,0.0003364086151123,True,Python,,,
lv_periodic,x2(t),FiniteDiff_Python,0.0,1,0.1317490582938956,0.0004911422729492,0.0003364086151123,True,Python,,,
lv_periodic,x2(t),FiniteDiff_Python,0.0,2,3.447987685661346,0.0004911422729492,0.0003364086151123,True,Python,,,
lv_periodic,x2(t),FiniteDiff_Python,0.0,3,61.34694447986076,0.0004911422729492,0.0003364086151123,True,Python,,,
lv_periodic,x2(t),AAA_LS_Python,0.0,0,0.0070127528806183,59.81189203262329,46.57004141807556,True,Python,,,
lv_periodic,x2(t),AAA_LS_Python,0.0,1,2.0089119829011373,59.81189203262329,46.57004141807556,True,Python,,,
lv_periodic,x2(t),AAA_LS_Python,0.0,2,11.007465782683406,59.81189203262329,46.57004141807556,True,Python,,,
lv_periodic,x2(t),AAA_LS_Python,0.0,3,46.06846963125455,59.81189203262329,46.57004141807556,True,Python,,,
lv_periodic,x2(t),AAA_FullOpt_Python,0.0,0,0.068402374368172,28.496362447738647,15.371399164199827,True,Python,,,
lv_periodic,x2(t),AAA_FullOpt_Python,0.0,1,1.4953970855357328,28.496362447738647,15.371399164199827,True,Python,,,
lv_periodic,x2(t),AAA_FullOpt_Python,0.0,2,10.759255005438131,28.496362447738647,15.371399164199827,True,Python,,,
lv_periodic,x2(t),AAA_FullOpt_Python,0.0,3,57.6980237145667,28.496362447738647,15.371399164199827,True,Python,,,
lv_periodic,x2(t),GP_RBF_Iso_Python,0.0,0,0.0010893499899134,1.1479003429412842,0.3761508464813232,True,Python,,,
lv_periodic,x2(t),GP_RBF_Iso_Python,0.0,1,0.0447683462327276,1.1479003429412842,0.3761508464813232,True,Python,,,
lv_periodic,x2(t),GP_RBF_Iso_Python,0.0,2,0.8855132757857201,1.1479003429412842,0.3761508464813232,True,Python,,,
lv_periodic,x2(t),GP_RBF_Iso_Python,0.0,3,8.982997516487757,1.1479003429412842,0.3761508464813232,True,Python,,,
lv_periodic,x2(t),GP_Matern_1.5_Python,0.0,0,1.1799106584483306e-08,1.2387645244598389,0.4139881134033203,True,Python,,,
lv_periodic,x2(t),GP_Matern_1.5_Python,0.0,1,0.1638975060925968,1.2387645244598389,0.4139881134033203,True,Python,,,
lv_periodic,x2(t),GP_Matern_1.5_Python,0.0,2,3.750024554891106,1.2387645244598389,0.4139881134033203,True,Python,,,
lv_periodic,x2(t),GP_Matern_1.5_Python,0.0,3,70.01797443520643,1.2387645244598389,0.4139881134033203,True,Python,,,
lv_periodic,x2(t),GP_Matern_2.5_Python,0.0,0,3.938071690292759e-10,1.3867619037628174,0.4507565498352051,True,Python,,,
lv_periodic,x2(t),GP_Matern_2.5_Python,0.0,1,0.0396872889616154,1.3867619037628174,0.4507565498352051,True,Python,,,
lv_periodic,x2(t),GP_Matern_2.5_Python,0.0,2,0.7747587828363128,1.3867619037628174,0.4507565498352051,True,Python,,,
lv_periodic,x2(t),GP_Matern_2.5_Python,0.0,3,5.999446493488885,1.3867619037628174,0.4507565498352051,True,Python,,,
lv_periodic,x2(t),GP_Periodic_Python,0.0,0,1.4767885057587724,1.4364862442016602,0.4953901767730713,True,Python,,,
lv_periodic,x2(t),GP_Periodic_Python,0.0,1,3.6996430475740505,1.4364862442016602,0.4953901767730713,True,Python,,,
lv_periodic,x2(t),GP_Periodic_Python,0.0,2,14.587139652007226,1.4364862442016602,0.4953901767730713,True,Python,,,
lv_periodic,x2(t),GP_Periodic_Python,0.0,3,84.10042745828216,1.4364862442016602,0.4953901767730713,True,Python,,,
lv_periodic,x1(t),CubicSpline_Python,0.001,0,0.0041337265873083,0.0032947063446044,0.0030765533447265,True,Python,,,
lv_periodic,x1(t),CubicSpline_Python,0.001,1,0.0855136967951491,0.0032947063446044,0.0030765533447265,True,Python,,,
lv_periodic,x1(t),CubicSpline_Python,0.001,2,2.9459942852258703,0.0032947063446044,0.0030765533447265,True,Python,,,
lv_periodic,x1(t),CubicSpline_Python,0.001,3,66.83660141608212,0.0032947063446044,0.0030765533447265,True,Python,,,
lv_periodic,x1(t),SmoothingSpline_Python,0.001,0,0.0316892054577312,0.0007801055908203,0.0004971027374267,True,Python,,,
lv_periodic,x1(t),SmoothingSpline_Python,0.001,1,0.3669003132453583,0.0007801055908203,0.0004971027374267,True,Python,,,
lv_periodic,x1(t),SmoothingSpline_Python,0.001,2,4.634390520283929,0.0007801055908203,0.0004971027374267,True,Python,,,
lv_periodic,x1(t),SmoothingSpline_Python,0.001,3,76.51043142399197,0.0007801055908203,0.0004971027374267,True,Python,,,
lv_periodic,x1(t),RBF_ThinPlate_Python,0.001,0,0.0041337265873893,0.0005726814270019,0.0003266334533691,True,Python,,,
lv_periodic,x1(t),RBF_Multiquadric_Python,0.001,0,0.0041337379490451,0.0003726482391357,0.000256061553955,True,Python,,,
lv_periodic,x1(t),GP_RBF_Python,0.001,0,0.0044997093350671,1.153492450714111,0.3946743011474609,True,Python,,,
lv_periodic,x1(t),GP_RBF_Python,0.001,1,0.0758377218821554,1.153492450714111,0.3946743011474609,True,Python,,,
lv_periodic,x1(t),GP_RBF_Python,0.001,2,1.5717378642163895,1.153492450714111,0.3946743011474609,True,Python,,,
lv_periodic,x1(t),GP_RBF_Python,0.001,3,17.592954050075434,1.153492450714111,0.3946743011474609,True,Python,,,
lv_periodic,x1(t),GP_Matern_Python,0.001,0,0.0041337265817868,4.603306293487549,3.721316337585449,True,Python,,,
lv_periodic,x1(t),GP_Matern_Python,0.001,1,0.1133867453530367,4.603306293487549,3.721316337585449,True,Python,,,
lv_periodic,x1(t),GP_Matern_Python,0.001,2,2.646440964573754,4.603306293487549,3.721316337585449,True,Python,,,
lv_periodic,x1(t),GP_Matern_Python,0.001,3,68.77201524173809,4.603306293487549,3.721316337585449,True,Python,,,
lv_periodic,x1(t),Chebyshev_Python,0.001,0,0.8510321303676431,0.0032827854156494,0.0027980804443359,True,Python,,,
lv_periodic,x1(t),Chebyshev_Python,0.001,1,5.213184800400462,0.0032827854156494,0.0027980804443359,True,Python,,,
lv_periodic,x1(t),Chebyshev_Python,0.001,2,43.20769634922282,0.0032827854156494,0.0027980804443359,True,Python,,,
lv_periodic,x1(t),Chebyshev_Python,0.001,3,244.00906930817587,0.0032827854156494,0.0027980804443359,True,Python,,,
lv_periodic,x1(t),Polynomial_Python,0.001,0,2.2419280721984274,0.2810366153717041,0.0037758350372314,True,Python,,,
lv_periodic,x1(t),Polynomial_Python,0.001,1,5.5624736982740535,0.2810366153717041,0.0037758350372314,True,Python,,,
lv_periodic,x1(t),Polynomial_Python,0.001,2,,0.2810366153717041,0.0037758350372314,True,Python,,,
lv_periodic,x1(t),Polynomial_Python,0.001,3,,0.2810366153717041,0.0037758350372314,True,Python,,,
lv_periodic,x1(t),SavitzkyGolay_Python,0.001,0,1.0264431048683424,0.0028662681579589,0.0027234554290771,True,Python,,,
lv_periodic,x1(t),SavitzkyGolay_Python,0.001,1,4.190775860491048,0.0028662681579589,0.0027234554290771,True,Python,,,
lv_periodic,x1(t),SavitzkyGolay_Python,0.001,2,18.94601656099841,0.0028662681579589,0.0027234554290771,True,Python,,,
lv_periodic,x1(t),SavitzkyGolay_Python,0.001,3,106.0558265401907,0.0028662681579589,0.0027234554290771,True,Python,,,
lv_periodic,x1(t),Butterworth_Python,0.001,0,2.450263974356781,0.0008659362792968,0.0007402896881103,True,Python,,,
lv_periodic,x1(t),Butterworth_Python,0.001,1,5.648232210873771,0.0008659362792968,0.0007402896881103,True,Python,,,
lv_periodic,x1(t),Butterworth_Python,0.001,2,19.06405891679721,0.0008659362792968,0.0007402896881103,True,Python,,,
lv_periodic,x1(t),Butterworth_Python,0.001,3,103.94688368955605,0.0008659362792968,0.0007402896881103,True,Python,,,
lv_periodic,x1(t),RandomForest_Python,0.001,0,0.2065415302682095,0.1127898693084716,0.106602668762207,True,Python,,,
lv_periodic,x1(t),RandomForest_Python,0.001,1,,0.1127898693084716,0.106602668762207,True,Python,,,
lv_periodic,x1(t),RandomForest_Python,0.001,2,,0.1127898693084716,0.106602668762207,True,Python,,,
lv_periodic,x1(t),RandomForest_Python,0.001,3,,0.1127898693084716,0.106602668762207,True,Python,,,
lv_periodic,x1(t),SVR_Python,0.001,0,2.455298728310701,0.5364437103271484,0.0033817291259765,True,Python,,,
lv_periodic,x1(t),SVR_Python,0.001,1,5.661197947684742,0.5364437103271484,0.0033817291259765,True,Python,,,
lv_periodic,x1(t),SVR_Python,0.001,2,19.058379040213676,0.5364437103271484,0.0033817291259765,True,Python,,,
lv_periodic,x1(t),SVR_Python,0.001,3,103.94936701233064,0.5364437103271484,0.0033817291259765,True,Python,,,
lv_periodic,x1(t),Fourier_Python,0.001,0,0.3446733255064095,0.0024442672729492,0.0015926361083984,True,Python,,,
lv_periodic,x1(t),Fourier_Python,0.001,1,2.224626344701567,0.0024442672729492,0.0015926361083984,True,Python,,,
lv_periodic,x1(t),Fourier_Python,0.001,2,13.35684300132239,0.0024442672729492,0.0015926361083984,True,Python,,,
lv_periodic,x1(t),Fourier_Python,0.001,3,92.6429060118707,0.0024442672729492,0.0015926361083984,True,Python,,,
lv_periodic,x1(t),FiniteDiff_Python,0.001,0,0.0041337265873083,0.0005111694335937,0.0003607273101806,True,Python,,,
lv_periodic,x1(t),FiniteDiff_Python,0.001,1,0.0855136967951491,0.0005111694335937,0.0003607273101806,True,Python,,,
lv_periodic,x1(t),FiniteDiff_Python,0.001,2,2.9459942852258703,0.0005111694335937,0.0003607273101806,True,Python,,,
lv_periodic,x1(t),FiniteDiff_Python,0.001,3,66.83660141608212,0.0005111694335937,0.0003607273101806,True,Python,,,
lv_periodic,x1(t),AAA_LS_Python,0.001,0,0.0161479559207207,41.25338053703308,35.859281063079834,True,Python,,,
lv_periodic,x1(t),AAA_LS_Python,0.001,1,2.464841886801935,41.25338053703308,35.859281063079834,True,Python,,,
lv_periodic,x1(t),AAA_LS_Python,0.001,2,14.00419686647039,41.25338053703308,35.859281063079834,True,Python,,,
lv_periodic,x1(t),AAA_LS_Python,0.001,3,1147.7566127719087,41.25338053703308,35.859281063079834,True,Python,,,
lv_periodic,x1(t),AAA_FullOpt_Python,0.001,0,0.084452007965554,27.33608078956604,17.714967012405396,True,Python,,,
lv_periodic,x1(t),AAA_FullOpt_Python,0.001,1,1.2886941203385611,27.33608078956604,17.714967012405396,True,Python,,,
lv_periodic,x1(t),AAA_FullOpt_Python,0.001,2,9.028453420296168,27.33608078956604,17.714967012405396,True,Python,,,
lv_periodic,x1(t),AAA_FullOpt_Python,0.001,3,34.265878436412905,27.33608078956604,17.714967012405396,True,Python,,,
lv_periodic,x1(t),GP_RBF_Iso_Python,0.001,0,0.0044997093350671,1.1990671157836914,0.4135994911193847,True,Python,,,
lv_periodic,x1(t),GP_RBF_Iso_Python,0.001,1,0.0758377218821554,1.1990671157836914,0.4135994911193847,True,Python,,,
lv_periodic,x1(t),GP_RBF_Iso_Python,0.001,2,1.5717378642163895,1.1990671157836914,0.4135994911193847,True,Python,,,
lv_periodic,x1(t),GP_RBF_Iso_Python,0.001,3,17.592954050075434,1.1990671157836914,0.4135994911193847,True,Python,,,
lv_periodic,x1(t),GP_Matern_1.5_Python,0.001,0,0.0041337265817868,1.2730152606964111,0.4420030117034912,True,Python,,,
lv_periodic,x1(t),GP_Matern_1.5_Python,0.001,1,0.1133867453530367,1.2730152606964111,0.4420030117034912,True,Python,,,
lv_periodic,x1(t),GP_Matern_1.5_Python,0.001,2,2.646440964573754,1.2730152606964111,0.4420030117034912,True,Python,,,
lv_periodic,x1(t),GP_Matern_1.5_Python,0.001,3,68.77201524173809,1.2730152606964111,0.4420030117034912,True,Python,,,
lv_periodic,x1(t),GP_Matern_2.5_Python,0.001,0,0.0041337265688445,1.4901471138000488,0.5288302898406982,True,Python,,,
lv_periodic,x1(t),GP_Matern_2.5_Python,0.001,1,0.0782715320693258,1.4901471138000488,0.5288302898406982,True,Python,,,
lv_periodic,x1(t),GP_Matern_2.5_Python,0.001,2,1.5153724016547254,1.4901471138000488,0.5288302898406982,True,Python,,,
lv_periodic,x1(t),GP_Matern_2.5_Python,0.001,3,11.517596450818337,1.4901471138000488,0.5288302898406982,True,Python,,,
lv_periodic,x1(t),GP_Periodic_Python,0.001,0,2.360115601836219,1.4301378726959229,0.50616455078125,True,Python,,,
lv_periodic,x1(t),GP_Periodic_Python,0.001,1,5.654201265302817,1.4301378726959229,0.50616455078125,True,Python,,,
lv_periodic,x1(t),GP_Periodic_Python,0.001,2,19.06441572465109,1.4301378726959229,0.50616455078125,True,Python,,,
lv_periodic,x1(t),GP_Periodic_Python,0.001,3,103.94745535156616,1.4301378726959229,0.50616455078125,True,Python,,,
lv_periodic,x2(t),CubicSpline_Python,0.001,0,0.0015910683740738,0.0078940391540527,0.007735252380371,True,Python,,,
lv_periodic,x2(t),CubicSpline_Python,0.001,1,0.1306648495264454,0.0078940391540527,0.007735252380371,True,Python,,,
lv_periodic,x2(t),CubicSpline_Python,0.001,2,3.417566804035663,0.0078940391540527,0.007735252380371,True,Python,,,
lv_periodic,x2(t),CubicSpline_Python,0.001,3,61.38085894548685,0.0078940391540527,0.007735252380371,True,Python,,,
lv_periodic,x2(t),SmoothingSpline_Python,0.001,0,0.0315676291167488,0.0006933212280273,0.0003950595855712,True,Python,,,
lv_periodic,x2(t),SmoothingSpline_Python,0.001,1,0.2523023709516882,0.0006933212280273,0.0003950595855712,True,Python,,,
lv_periodic,x2(t),SmoothingSpline_Python,0.001,2,4.878490077877883,0.0006933212280273,0.0003950595855712,True,Python,,,
lv_periodic,x2(t),SmoothingSpline_Python,0.001,3,70.12380137613015,0.0006933212280273,0.0003950595855712,True,Python,,,
lv_periodic,x2(t),RBF_ThinPlate_Python,0.001,0,0.0015910683742498,0.000638723373413,0.0003662109375,True,Python,,,
lv_periodic,x2(t),RBF_Multiquadric_Python,0.001,0,0.0015910692530474,0.0005080699920654,0.0003089904785156,True,Python,,,
lv_periodic,x2(t),GP_RBF_Python,0.001,0,0.0024387780425612,1.2339460849761963,0.440711498260498,True,Python,,,
lv_periodic,x2(t),GP_RBF_Python,0.001,1,0.0615996320372542,1.2339460849761963,0.440711498260498,True,Python,,,
lv_periodic,x2(t),GP_RBF_Python,0.001,2,1.20294669763656,1.2339460849761963,0.440711498260498,True,Python,,,
lv_periodic,x2(t),GP_RBF_Python,0.001,3,12.671034238648025,1.2339460849761963,0.440711498260498,True,Python,,,
lv_periodic,x2(t),GP_Matern_Python,0.001,0,0.0015910683791915,1.265526533126831,0.4213564395904541,True,Python,,,
lv_periodic,x2(t),GP_Matern_Python,0.001,1,0.1659131469711664,1.265526533126831,0.4213564395904541,True,Python,,,
lv_periodic,x2(t),GP_Matern_Python,0.001,2,3.7416038022463582,1.265526533126831,0.4213564395904541,True,Python,,,
lv_periodic,x2(t),GP_Matern_Python,0.001,3,70.03440720577808,1.265526533126831,0.4213564395904541,True,Python,,,
lv_periodic,x2(t),Chebyshev_Python,0.001,0,0.5909032179134683,0.0008950233459472,0.000434398651123,True,Python,,,
lv_periodic,x2(t),Chebyshev_Python,0.001,1,2.5930961251785747,0.0008950233459472,0.000434398651123,True,Python,,,
lv_periodic,x2(t),Chebyshev_Python,0.001,2,14.622935221052794,0.0008950233459472,0.000434398651123,True,Python,,,
lv_periodic,x2(t),Chebyshev_Python,0.001,3,111.65926816358504,0.0008950233459472,0.000434398651123,True,Python,,,
lv_periodic,x2(t),Polynomial_Python,0.001,0,1.305481571343407,0.2857673168182373,0.0038580894470214,True,Python,,,
lv_periodic,x2(t),Polynomial_Python,0.001,1,3.739822495739289,0.2857673168182373,0.0038580894470214,True,Python,,,
lv_periodic,x2(t),Polynomial_Python,0.001,2,,0.2857673168182373,0.0038580894470214,True,Python,,,
lv_periodic,x2(t),Polynomial_Python,0.001,3,,0.2857673168182373,0.0038580894470214,True,Python,,,
lv_periodic,x2(t),SavitzkyGolay_Python,0.001,0,0.6984823400657367,0.0016913414001464,0.0015549659729003,True,Python,,,
lv_periodic,x2(t),SavitzkyGolay_Python,0.001,1,2.939984639328552,0.0016913414001464,0.0015549659729003,True,Python,,,
lv_periodic,x2(t),SavitzkyGolay_Python,0.001,2,14.901171174818376,0.0016913414001464,0.0015549659729003,True,Python,,,
lv_periodic,x2(t),SavitzkyGolay_Python,0.001,3,87.52863751196672,0.0016913414001464,0.0015549659729003,True,Python,,,
lv_periodic,x2(t),Butterworth_Python,0.001,0,1.4836459051401376,0.0008876323699951,0.0007717609405517,True,Python,,,
lv_periodic,x2(t),Butterworth_Python,0.001,1,3.714953341002462,0.0008876323699951,0.0007717609405517,True,Python,,,
lv_periodic,x2(t),Butterworth_Python,0.001,2,14.599543672004796,0.0008876323699951,0.0007717609405517,True,Python,,,
lv_periodic,x2(t),Butterworth_Python,0.001,3,84.1116928867149,0.0008876323699951,0.0007717609405517,True,Python,,,
lv_periodic,x2(t),RandomForest_Python,0.001,0,0.137387510562935,0.1138339042663574,0.1079325675964355,True,Python,,,
lv_periodic,x2(t),RandomForest_Python,0.001,1,,0.1138339042663574,0.1079325675964355,True,Python,,,
lv_periodic,x2(t),RandomForest_Python,0.001,2,,0.1138339042663574,0.1079325675964355,True,Python,,,
lv_periodic,x2(t),RandomForest_Python,0.001,3,,0.1138339042663574,0.1079325675964355,True,Python,,,
lv_periodic,x2(t),SVR_Python,0.001,0,1.634795109901536,0.4913942813873291,0.0031697750091552,True,Python,,,
lv_periodic,x2(t),SVR_Python,0.001,1,3.711775948965226,0.4913942813873291,0.0031697750091552,True,Python,,,
lv_periodic,x2(t),SVR_Python,0.001,2,14.598885168824102,0.4913942813873291,0.0031697750091552,True,Python,,,
lv_periodic,x2(t),SVR_Python,0.001,3,84.11033769809151,0.4913942813873291,0.0031697750091552,True,Python,,,
lv_periodic,x2(t),Fourier_Python,0.001,0,0.4239913588660208,0.0013649463653564,0.0006284713745117,True,Python,,,
lv_periodic,x2(t),Fourier_Python,0.001,1,2.0779887006748066,0.0013649463653564,0.0006284713745117,True,Python,,,
lv_periodic,x2(t),Fourier_Python,0.001,2,11.501491106487665,0.0013649463653564,0.0006284713745117,True,Python,,,
lv_periodic,x2(t),Fourier_Python,0.001,3,79.66121577507874,0.0013649463653564,0.0006284713745117,True,Python,,,
lv_periodic,x2(t),FiniteDiff_Python,0.001,0,0.0015910683740738,0.0004851818084716,0.0003161430358886,True,Python,,,
lv_periodic,x2(t),FiniteDiff_Python,0.001,1,0.1306648495264454,0.0004851818084716,0.0003161430358886,True,Python,,,
lv_periodic,x2(t),FiniteDiff_Python,0.001,2,3.417566804035663,0.0004851818084716,0.0003161430358886,True,Python,,,
lv_periodic,x2(t),FiniteDiff_Python,0.001,3,61.38085894548685,0.0004851818084716,0.0003161430358886,True,Python,,,
lv_periodic,x2(t),AAA_LS_Python,0.001,0,0.0102825974368526,54.0042724609375,45.63164615631104,True,Python,,,
lv_periodic,x2(t),AAA_LS_Python,0.001,1,1.7925111530255824,54.0042724609375,45.63164615631104,True,Python,,,
lv_periodic,x2(t),AAA_LS_Python,0.001,2,10.27101736047771,54.0042724609375,45.63164615631104,True,Python,,,
lv_periodic,x2(t),AAA_LS_Python,0.001,3,45.67192913392126,54.0042724609375,45.63164615631104,True,Python,,,
lv_periodic,x2(t),AAA_FullOpt_Python,0.001,0,0.0176793764129702,17.534738063812256,12.5422682762146,True,Python,,,
lv_periodic,x2(t),AAA_FullOpt_Python,0.001,1,1.7932828620535886,17.534738063812256,12.5422682762146,True,Python,,,
lv_periodic,x2(t),AAA_FullOpt_Python,0.001,2,10.28559263492349,17.534738063812256,12.5422682762146,True,Python,,,
lv_periodic,x2(t),AAA_FullOpt_Python,0.001,3,45.54327194676619,17.534738063812256,12.5422682762146,True,Python,,,
lv_periodic,x2(t),GP_RBF_Iso_Python,0.001,0,0.0024387780425612,1.1599984169006348,0.3795807361602783,True,Python,,,
lv_periodic,x2(t),GP_RBF_Iso_Python,0.001,1,0.0615996320372542,1.1599984169006348,0.3795807361602783,True,Python,,,
lv_periodic,x2(t),GP_RBF_Iso_Python,0.001,2,1.20294669763656,1.1599984169006348,0.3795807361602783,True,Python,,,
lv_periodic,x2(t),GP_RBF_Iso_Python,0.001,3,12.671034238648025,1.1599984169006348,0.3795807361602783,True,Python,,,
lv_periodic,x2(t),GP_Matern_1.5_Python,0.001,0,0.0015910683791915,1.2641167640686035,0.4389092922210693,True,Python,,,
lv_periodic,x2(t),GP_Matern_1.5_Python,0.001,1,0.1659131469711664,1.2641167640686035,0.4389092922210693,True,Python,,,
lv_periodic,x2(t),GP_Matern_1.5_Python,0.001,2,3.7416038022463582,1.2641167640686035,0.4389092922210693,True,Python,,,
lv_periodic,x2(t),GP_Matern_1.5_Python,0.001,3,70.03440720577808,1.2641167640686035,0.4389092922210693,True,Python,,,
lv_periodic,x2(t),GP_Matern_2.5_Python,0.001,0,0.0015910683768046,1.3448545932769775,0.4347994327545166,True,Python,,,
lv_periodic,x2(t),GP_Matern_2.5_Python,0.001,1,0.0436923084220546,1.3448545932769775,0.4347994327545166,True,Python,,,
lv_periodic,x2(t),GP_Matern_2.5_Python,0.001,2,0.8168660751421357,1.3448545932769775,0.4347994327545166,True,Python,,,
lv_periodic,x2(t),GP_Matern_2.5_Python,0.001,3,6.76341964691655,1.3448545932769775,0.4347994327545166,True,Python,,,
lv_periodic,x2(t),GP_Periodic_Python,0.001,0,1.4923321928623303,1.4033417701721191,0.5024926662445068,True,Python,,,
lv_periodic,x2(t),GP_Periodic_Python,0.001,1,3.722664784155182,1.4033417701721191,0.5024926662445068,True,Python,,,
lv_periodic,x2(t),GP_Periodic_Python,0.001,2,14.599937394133043,1.4033417701721191,0.5024926662445068,True,Python,,,
lv_periodic,x2(t),GP_Periodic_Python,0.001,3,84.1115835586054,1.4033417701721191,0.5024926662445068,True,Python,,,
lv_periodic,x1(t),CubicSpline_Python,0.01,0,0.0389339815922869,0.0031783580780029,0.0030264854431152,True,Python,,,
lv_periodic,x1(t),CubicSpline_Python,0.01,1,0.4013022314704388,0.0031783580780029,0.0030264854431152,True,Python,,,
lv_periodic,x1(t),CubicSpline_Python,0.01,2,10.4429599003522,0.0031783580780029,0.0030264854431152,True,Python,,,
lv_periodic,x1(t),CubicSpline_Python,0.01,3,139.85793203483024,0.0031783580780029,0.0030264854431152,True,Python,,,
lv_periodic,x1(t),SmoothingSpline_Python,0.01,0,0.0356702979320653,0.0008590221405029,0.000617504119873,True,Python,,,
lv_periodic,x1(t),SmoothingSpline_Python,0.01,1,0.3885926573626658,0.0008590221405029,0.000617504119873,True,Python,,,
lv_periodic,x1(t),SmoothingSpline_Python,0.01,2,8.111143211669674,0.0008590221405029,0.000617504119873,True,Python,,,
lv_periodic,x1(t),SmoothingSpline_Python,0.01,3,109.03233816452054,0.0008590221405029,0.000617504119873,True,Python,,,
lv_periodic,x1(t),RBF_ThinPlate_Python,0.01,0,0.0389339815920766,0.0005481243133544,0.0003256797790527,True,Python,,,
lv_periodic,x1(t),RBF_Multiquadric_Python,0.01,0,0.0389340579133109,0.0003309249877929,0.0002000331878662,True,Python,,,
lv_periodic,x1(t),GP_RBF_Python,0.01,0,0.03502585633696,1.2106094360351562,0.424006700515747,True,Python,,,
lv_periodic,x1(t),GP_RBF_Python,0.01,1,0.3048142621246452,1.2106094360351562,0.424006700515747,True,Python,,,
lv_periodic,x1(t),GP_RBF_Python,0.01,2,3.2608593191107333,1.2106094360351562,0.424006700515747,True,Python,,,
lv_periodic,x1(t),GP_RBF_Python,0.01,3,36.4461315008855,1.2106094360351562,0.424006700515747,True,Python,,,
lv_periodic,x1(t),GP_Matern_Python,0.01,0,0.0389339813954223,1.3283450603485107,0.4433462619781494,True,Python,,,
lv_periodic,x1(t),GP_Matern_Python,0.01,1,0.2995885465206461,1.3283450603485107,0.4433462619781494,True,Python,,,
lv_periodic,x1(t),GP_Matern_Python,0.01,2,10.048611459259616,1.3283450603485107,0.4433462619781494,True,Python,,,
lv_periodic,x1(t),GP_Matern_Python,0.01,3,143.00452500685574,1.3283450603485107,0.4433462619781494,True,Python,,,
lv_periodic,x1(t),Chebyshev_Python,0.01,0,0.8512740530194568,0.0009207725524902,0.0003919601440429,True,Python,,,
lv_periodic,x1(t),Chebyshev_Python,0.01,1,5.122907877023288,0.0009207725524902,0.0003919601440429,True,Python,,,
lv_periodic,x1(t),Chebyshev_Python,0.01,2,42.28994161879842,0.0009207725524902,0.0003919601440429,True,Python,,,
lv_periodic,x1(t),Chebyshev_Python,0.01,3,239.35124668394224,0.0009207725524902,0.0003919601440429,True,Python,,,
lv_periodic,x1(t),Polynomial_Python,0.01,0,2.242181913752954,0.3076090812683105,0.0044417381286621,True,Python,,,
lv_periodic,x1(t),Polynomial_Python,0.01,1,5.568438445446318,0.3076090812683105,0.0044417381286621,True,Python,,,
lv_periodic,x1(t),Polynomial_Python,0.01,2,,0.3076090812683105,0.0044417381286621,True,Python,,,
lv_periodic,x1(t),Polynomial_Python,0.01,3,,0.3076090812683105,0.0044417381286621,True,Python,,,
lv_periodic,x1(t),SavitzkyGolay_Python,0.01,0,1.0288958634223744,0.0013394355773925,0.001206636428833,True,Python,,,
lv_periodic,x1(t),SavitzkyGolay_Python,0.01,1,4.192623804897924,0.0013394355773925,0.001206636428833,True,Python,,,
lv_periodic,x1(t),SavitzkyGolay_Python,0.01,2,18.95315466778834,0.0013394355773925,0.001206636428833,True,Python,,,
lv_periodic,x1(t),SavitzkyGolay_Python,0.01,3,106.2401604762026,0.0013394355773925,0.001206636428833,True,Python,,,
lv_periodic,x1(t),Butterworth_Python,0.01,0,2.4481219040373032,0.0008060932159423,0.0006990432739257,True,Python,,,
lv_periodic,x1(t),Butterworth_Python,0.01,1,5.648322152458353,0.0008060932159423,0.0006990432739257,True,Python,,,
lv_periodic,x1(t),Butterworth_Python,0.01,2,19.06404231680941,0.0008060932159423,0.0006990432739257,True,Python,,,
lv_periodic,x1(t),Butterworth_Python,0.01,3,103.94687693179124,0.0008060932159423,0.0006990432739257,True,Python,,,
lv_periodic,x1(t),RandomForest_Python,0.01,0,0.2105026469172984,0.1099014282226562,0.1036369800567627,True,Python,,,
lv_periodic,x1(t),RandomForest_Python,0.01,1,,0.1099014282226562,0.1036369800567627,True,Python,,,
lv_periodic,x1(t),RandomForest_Python,0.01,2,,0.1099014282226562,0.1036369800567627,True,Python,,,
