test_case,observable,method,noise_level,derivative_order,rmse,mae,max_error,rmse_normalized,mae_normalized,max_error_normalized,eval_time,fit_time,success,implementation,category
brusselator,X(t),AAA_FullOpt_Python,0.0,0,0.1722788914642349,0.0399463347222458,1.6300024904913817,0.0501187890766914,0.0116210518149681,0.4741947798774811,51.68147373199463,43.20484280586243,True,Python,
brusselator,X(t),AAA_FullOpt_Python,0.0,1,2.467261363702104,0.3526658055108941,28.565326599217816,0.2161793709218163,0.0309002820303499,2.502869953400174,51.68147373199463,43.20484280586243,True,Python,
brusselator,X(t),AAA_FullOpt_Python,0.0,2,104.9641234644936,12.010415722882737,1299.2484872818743,1.1117861813539096,0.1272150311199778,13.761716543020412,51.68147373199463,43.20484280586243,True,Python,
brusselator,X(t),AAA_FullOpt_Python,0.0,3,28401.647271810405,5688.433906911179,277947.3031580949,24.56881997266084,4.920774744076029,240.43806994095263,51.68147373199463,43.20484280586243,True,Python,
brusselator,X(t),AAA_FullOpt_Python,0.0,4,264531004947.4296,43324954487.09698,2775557563798.132,11229637.998989517,1839192.9343385769,117825533.12797646,51.68147373199463,43.20484280586243,True,Python,
brusselator,X(t),AAA_LS_Python,0.0,0,0.0496243756641066,0.0354250251604561,0.150882508035975,0.0144365545647139,0.0103057278170493,0.0438942259922024,19.645899295806885,11.24378252029419,True,Python,
brusselator,X(t),AAA_LS_Python,0.0,1,0.1655872323801696,0.0876848326816271,1.0210767234994922,0.0145086143913498,0.0076828714814615,0.0894658859399547,19.645899295806885,11.24378252029419,True,Python,
brusselator,X(t),AAA_LS_Python,0.0,2,1.795336731075183,0.5713344652587394,13.690458488594691,0.0190163124561478,0.006051608325208,0.1450101431006347,19.645899295806885,11.24378252029419,True,Python,
brusselator,X(t),AAA_LS_Python,0.0,3,29053.146867323336,4420.559099334293,332837.68053102324,25.132399124293556,3.824000757795799,287.92094257156293,19.645899295806885,11.24378252029419,True,Python,
brusselator,X(t),AAA_LS_Python,0.0,4,84382646209.83183,15017009332.69106,832667254530.3788,3582138.0201596054,637488.8972545232,35347659.31822191,19.645899295806885,11.24378252029419,True,Python,
brusselator,X(t),AAA_SmoothBary_Python,0.0,0,0.2619658875655552,0.0623520271431924,2.824768336908007,0.0762102249010117,0.0181392396383195,0.8217719957723297,8.882847309112549,0.4452729225158691,True,Python,
brusselator,X(t),AAA_SmoothBary_Python,0.0,1,5.277818073446642,0.6673339779347746,64.36238090888254,0.4624379920761594,0.0584712433255251,5.639377822151354,8.882847309112549,0.4452729225158691,True,Python,
brusselator,X(t),AAA_SmoothBary_Python,0.0,2,355.7131101606417,33.1455457799978,4772.59145057399,3.7677342252736574,0.3510795741947058,50.551569897031314,8.882847309112549,0.4452729225158691,True,Python,
brusselator,X(t),AAA_SmoothBary_Python,0.0,3,382047.27156150254,32147.4018434471,5405695.491491637,330.4896559770035,27.809081667751137,4676.192126690565,8.882847309112549,0.4452729225158691,True,Python,
brusselator,X(t),AAA_SmoothBary_Python,0.0,4,179845388709.24063,34696219702.3931,1387778767094.0847,7634638.561153483,1472893.4601398157,58912765.93550016,8.882847309112549,0.4452729225158691,True,Python,
brusselator,X(t),AAA_TwoStage_Python,0.0,0,0.0496243756641066,0.0354250251604561,0.150882508035975,0.0144365545647139,0.0103057278170493,0.0438942259922024,19.70319962501526,7.884389638900757,True,Python,
brusselator,X(t),AAA_TwoStage_Python,0.0,1,0.1655872323801696,0.0876848326816271,1.0210767234994922,0.0145086143913498,0.0076828714814615,0.0894658859399547,19.70319962501526,7.884389638900757,True,Python,
brusselator,X(t),AAA_TwoStage_Python,0.0,2,1.795336731075183,0.5713344652587394,13.690458488594691,0.0190163124561478,0.006051608325208,0.1450101431006347,19.70319962501526,7.884389638900757,True,Python,
brusselator,X(t),AAA_TwoStage_Python,0.0,3,29053.146867323336,4420.559099334293,332837.68053102324,25.132399124293556,3.824000757795799,287.92094257156293,19.70319962501526,7.884389638900757,True,Python,
brusselator,X(t),AAA_TwoStage_Python,0.0,4,84382646209.83183,15017009332.69106,832667254530.3788,3582138.0201596054,637488.8972545232,35347659.31822191,19.70319962501526,7.884389638900757,True,Python,
brusselator,X(t),Butterworth_Python,0.0,0,0.7468420912621097,0.5477684805999318,2.675176418943054,0.2172687607136795,0.1593549430734936,0.7782532238534864,0.011784553527832,0.0106360912322998,True,Python,
brusselator,X(t),Butterworth_Python,0.0,1,1.5067343875376094,0.7013262284203566,8.66052853603974,0.1320188030486568,0.0614496157972457,0.7588282450799007,0.011784553527832,0.0106360912322998,True,Python,
brusselator,X(t),Butterworth_Python,0.0,2,8.345249662881676,2.3975797845549627,63.55522084651762,0.0883933762213405,0.0253953063692604,0.6731806445652494,0.011784553527832,0.0106360912322998,True,Python,
brusselator,X(t),Butterworth_Python,0.0,3,89.26087185593941,19.61463022485906,738.5182364576876,0.0772150386293961,0.016967618610741,0.6388545503860596,0.011784553527832,0.0106360912322998,True,Python,
brusselator,X(t),Butterworth_Python,0.0,4,1579.361790157184,300.50861836155974,13938.621194306776,0.0670456802461618,0.0127569280600867,0.5917101106851895,0.011784553527832,0.0106360912322998,True,Python,
brusselator,X(t),Chebyshev_Python,0.0,0,0.4126594168721119,0.2964992182901413,1.61064949027499,0.1200494738440864,0.0862565440059873,0.4685646708861665,0.0053081512451171,0.0045306682586669,True,Python,
brusselator,X(t),Chebyshev_Python,0.0,1,1.6253613802607572,0.902790271411714,9.647474833040484,0.1424128006358266,0.0791017262375792,0.845303651681776,0.0053081512451171,0.0045306682586669,True,Python,
brusselator,X(t),Chebyshev_Python,0.0,2,10.734902811057095,4.080791887290791,67.49398627799259,0.1137047231909459,0.0432239881544456,0.7149002801299635,0.0053081512451171,0.0045306682586669,True,Python,
brusselator,X(t),Chebyshev_Python,0.0,3,95.13723597090892,27.53316612709665,736.9069011065596,0.0822983822345322,0.0238175411228843,0.6374606661589028,0.0053081512451171,0.0045306682586669,True,Python,
brusselator,X(t),Chebyshev_Python,0.0,4,1583.14538683755,327.8997941348658,13938.275125813152,0.067206298170942,0.0139197142082059,0.5916954196893004,0.0053081512451171,0.0045306682586669,True,Python,
